station_id,sensor_id,latitude,longitude,road_name,direction,station_type,district,county,city,state,zip_code
sensor_296,sensor_296,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_297,sensor_297,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_298,sensor_298,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_299,sensor_299,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_300,sensor_300,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_301,sensor_301,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_302,sensor_302,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_303,sensor_303,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_304,sensor_304,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_305,sensor_305,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_306,sensor_306,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_307,sensor_307,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_308,sensor_308,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_309,sensor_309,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_310,sensor_310,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_311,sensor_311,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_312,sensor_312,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_313,sensor_313,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_314,sensor_314,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_315,sensor_315,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_316,sensor_316,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_317,sensor_317,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_318,sensor_318,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_319,sensor_319,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_320,sensor_320,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_321,sensor_321,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_322,sensor_322,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_323,sensor_323,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
sensor_324,sensor_324,,,Bay Area Highway,Unknown,mainline,4,Bay Area,Various,CA,
